season,team,conference,statName,statValue
2019,Baylor,Big 12,firstDowns,309
2019,LSU,SEC,puntReturnTDs,2
2019,Wisconsin,Big Ten,rushingAttempts,612
2019,Air Force,Mountain West,tacklesForLoss,73
2019,Kentucky,SEC,kickReturnYards,437
2019,USC,Pac-12,kickReturns,40
2019,Illinois,Big Ten,penaltyYards,797
2019,New Mexico State,FBS Independents,passesIntercepted,5
2019,Liberty,FBS Independents,kickReturnYards,970
2019,Georgia State,Sun Belt,rushingAttempts,596
2019,New Mexico,Mountain West,penalties,81
2019,Southern Mississippi,Conference USA,netPassingYards,3764
2019,Ball State,Mid-American,thirdDownConversions,71
2019,Michigan,Big Ten,interceptionYards,31
2019,Kent State,Mid-American,puntReturnYards,119
2019,Navy,American Athletic,penalties,54
2019,California,Pac-12,sacks,42
2019,Old Dominion,Conference USA,netPassingYards,2117
2019,Washington State,Pac-12,netPassingYards,5679
2019,Penn State,Big Ten,rushingYards,2479
2019,Mississippi State,SEC,penalties,72
2019,Penn State,Big Ten,interceptionYards,147
2019,Ohio,Mid-American,kickReturns,35
2019,Rutgers,Big Ten,kickReturnYards,727
2019,California,Pac-12,fumblesRecovered,11
2019,Ball State,Mid-American,kickReturnTDs,1
2019,UT San Antonio,Conference USA,passCompletions,213
2019,Louisiana Monroe,Sun Belt,passesIntercepted,10
2019,San José State,Mountain West,thirdDownConversions,65
2019,Syracuse,ACC,fourthDowns,28
2019,Indiana,Big Ten,games,13
2019,Hawai'i,Mountain West,thirdDownConversions,88
2019,Michigan,Big Ten,fumblesRecovered,18
2019,Marshall,Conference USA,passAttempts,355
2019,BYU,FBS Independents,passingTDs,20
2019,Syracuse,ACC,firstDowns,239
2019,Kansas,Big 12,kickReturnYards,873
2019,UNLV,Mountain West,passCompletions,208
2019,Purdue,Big Ten,penalties,55
2019,Florida Atlantic,Conference USA,puntReturns,21
2019,Louisiana Monroe,Sun Belt,rushingAttempts,457
2019,Michigan,Big Ten,fourthDowns,22
2019,Oregon State,Pac-12,kickReturnTDs,0
2019,BYU,FBS Independents,totalYards,5768
2019,TCU,Big 12,rushingTDs,23
2019,Middle Tennessee,Conference USA,passCompletions,225
2019,Old Dominion,Conference USA,puntReturns,14
2019,Ohio State,Big Ten,netPassingYards,3684
2019,Georgia State,Sun Belt,passCompletions,238
2019,Akron,Mid-American,interceptions,14
2019,Georgia Tech,ACC,passingTDs,14
2019,Georgia,SEC,passesIntercepted,8
2019,Florida International,Conference USA,passAttempts,389
2019,Iowa,Big Ten,turnovers,12
2019,UCF,American Athletic,games,13
2019,Kent State,Mid-American,turnovers,12
2019,Auburn,SEC,passingTDs,20
2019,Northwestern,Big Ten,passCompletions,155
2019,Louisiana,Sun Belt,kickReturnYards,932
2019,Louisiana,Sun Belt,fumblesRecovered,11
2019,Wake Forest,ACC,netPassingYards,3748
2019,Alabama,SEC,kickReturnYards,637
2019,Florida State,ACC,games,13
2019,Iowa,Big Ten,passesIntercepted,12
2019,Kansas,Big 12,fourthDowns,20
2019,Ohio State,Big Ten,penalties,81
2019,Northwestern,Big Ten,puntReturnYards,174
2019,Oregon,Pac-12,penaltyYards,860
2019,Connecticut,American Athletic,rushingYards,1544
2019,Texas,Big 12,netPassingYards,3761
2019,Florida,SEC,rushingYards,1687
2019,Louisiana,Sun Belt,firstDowns,351
2019,Florida,SEC,fourthDowns,26
2019,Utah State,Mountain West,thirdDownConversions,84
2019,SMU,American Athletic,netPassingYards,4018
2019,Toledo,Mid-American,thirdDownConversions,65
2019,San José State,Mountain West,kickReturns,27
2019,SMU,American Athletic,possessionTime,22509
2019,Boise State,Mountain West,rushingYards,2309
2019,Hawai'i,Mountain West,interceptionTDs,4
2019,Indiana,Big Ten,passAttempts,473
2019,Army,FBS Independents,puntReturns,14
2019,Florida Atlantic,Conference USA,tacklesForLoss,126
2019,Ohio,Mid-American,rushingAttempts,526
2019,Boise State,Mountain West,fourthDowns,17
2019,Kansas,Big 12,interceptionYards,69
2019,Arizona State,Pac-12,fourthDowns,16
2019,Ohio,Mid-American,games,13
2019,Central Michigan,Mid-American,passAttempts,448
2019,UT San Antonio,Conference USA,puntReturnYards,52
2019,Kansas State,Big 12,passCompletions,180
2019,Air Force,Mountain West,fourthDowns,21
2019,Kent State,Mid-American,fourthDownConversions,8
2019,North Carolina,ACC,puntReturnYards,81
2019,South Carolina,SEC,passAttempts,466
2019,Tulsa,American Athletic,interceptionYards,37
2019,Miami,ACC,thirdDowns,164
2019,San Diego State,Mountain West,kickReturnYards,503
2019,Fresno State,Mountain West,interceptionTDs,1
2019,Wyoming,Mountain West,interceptionTDs,2
2019,Oklahoma State,Big 12,totalYards,5935
2019,Oregon,Pac-12,rushingTDs,26
2019,Louisiana Tech,Conference USA,puntReturns,13
2019,Florida State,ACC,passesIntercepted,8
2019,Houston,American Athletic,tacklesForLoss,80
2019,Texas,Big 12,puntReturnTDs,0
2019,Indiana,Big Ten,penalties,88
2019,Florida Atlantic,Conference USA,thirdDowns,202
2019,Auburn,SEC,puntReturnYards,308
2019,Utah State,Mountain West,interceptionTDs,1
2019,Akron,Mid-American,penalties,81
2019,Wake Forest,ACC,fourthDownConversions,7
2019,Charlotte,Conference USA,interceptionTDs,1
2019,Missouri,SEC,penaltyYards,809
2019,Northwestern,Big Ten,puntReturnTDs,0
2019,Arizona,Pac-12,fumblesRecovered,8
2019,South Carolina,SEC,penaltyYards,656
2019,Coastal Carolina,Sun Belt,possessionTime,24056
2019,Texas State,Sun Belt,fumblesLost,4
2019,UNLV,Mountain West,passAttempts,388
2019,Louisiana Monroe,Sun Belt,tacklesForLoss,80
2019,Utah State,Mountain West,penaltyYards,615
2019,East Carolina,American Athletic,fumblesLost,7
2019,Georgia State,Sun Belt,interceptions,9
2019,Ole Miss,SEC,puntReturns,15
2019,Cincinnati,American Athletic,passCompletions,208
2019,UT San Antonio,Conference USA,rushingTDs,15
2019,Penn State,Big Ten,puntReturnTDs,0
2019,UMass,FBS Independents,rushingTDs,14
2019,Middle Tennessee,Conference USA,fourthDownConversions,9
2019,Pittsburgh,ACC,kickReturnTDs,0
2019,San José State,Mountain West,puntReturnYards,63
2019,Tulsa,American Athletic,tacklesForLoss,80
2019,Wisconsin,Big Ten,possessionTime,29957
2019,Duke,ACC,interceptionTDs,0
2019,South Alabama,Sun Belt,rushingAttempts,509
2019,Nevada,Mountain West,fourthDowns,24
2019,Texas State,Sun Belt,possessionTime,19248
2019,Duke,ACC,fumblesLost,15
2019,Michigan,Big Ten,passesIntercepted,9
2019,Syracuse,ACC,puntReturnTDs,0
2019,Wake Forest,ACC,tacklesForLoss,94
2019,North Carolina,ACC,turnovers,12
2019,Buffalo,Mid-American,games,13
2019,Florida Atlantic,Conference USA,firstDowns,329
2019,Maryland,Big Ten,possessionTime,18541
2019,Ohio,Mid-American,rushingYards,2883
2019,Colorado State,Mountain West,interceptions,11
2019,NC State,ACC,passCompletions,244
2019,Syracuse,ACC,penaltyYards,887
2019,Louisville,ACC,tacklesForLoss,103
2019,Boston College,ACC,puntReturnYards,159
2019,Houston,American Athletic,rushingYards,2258
2019,Bowling Green,Mid-American,passingTDs,9
2019,Tulane,American Athletic,interceptions,10
2019,Clemson,ACC,passCompletions,326
2019,UNLV,Mountain West,rushingYards,2018
2019,Northwestern,Big Ten,fumblesLost,8
2019,Georgia Tech,ACC,rushingYards,1829
2019,Oklahoma State,Big 12,fumblesRecovered,11
2019,Colorado State,Mountain West,penaltyYards,782
2019,Washington,Pac-12,thirdDownConversions,61
2019,Central Michigan,Mid-American,fumblesRecovered,7
2019,Buffalo,Mid-American,thirdDownConversions,87
2019,Michigan,Big Ten,sacks,49
2019,Fresno State,Mountain West,thirdDowns,148
2019,North Texas,Conference USA,penaltyYards,672
2019,Central Michigan,Mid-American,puntReturnTDs,0
2019,Florida International,Conference USA,games,13
2019,Oklahoma State,Big 12,interceptionYards,121
2019,NC State,ACC,firstDowns,259
2019,Ohio State,Big Ten,thirdDowns,183
2019,LSU,SEC,possessionTime,27200
2019,Kentucky,SEC,sacks,41
2019,Liberty,FBS Independents,fourthDownConversions,5
2019,Boston College,ACC,fourthDownConversions,13
2019,Iowa,Big Ten,games,13
2019,Pittsburgh,ACC,totalYards,4946
2019,Georgia Southern,Sun Belt,rushingYards,3323
2019,Stanford,Pac-12,passesIntercepted,8
2019,Syracuse,ACC,passCompletions,250
2019,Cincinnati,American Athletic,passesIntercepted,16
2019,Georgia Southern,Sun Belt,puntReturns,8
2019,Colorado,Pac-12,turnovers,14
2019,Texas A&M,SEC,rushingTDs,24
2019,Pittsburgh,ACC,penaltyYards,888
2019,Arizona,Pac-12,fumblesLost,6
2019,Iowa,Big Ten,interceptionYards,73
2019,Charlotte,Conference USA,puntReturnYards,127
2019,Maryland,Big Ten,games,12
2019,Ohio State,Big Ten,passesIntercepted,16
2019,North Texas,Conference USA,passCompletions,283
2019,Tulane,American Athletic,kickReturnTDs,1
2019,Florida Atlantic,Conference USA,fumblesRecovered,16
2019,Oklahoma,Big 12,passingTDs,36
2019,UMass,FBS Independents,interceptionTDs,1
2019,Boise State,Mountain West,interceptions,11
2019,Notre Dame,FBS Independents,thirdDownConversions,74
2019,Buffalo,Mid-American,tacklesForLoss,95
2019,Minnesota,Big Ten,passCompletions,212
2019,Southern Mississippi,Conference USA,totalYards,5291
2019,Auburn,SEC,kickReturns,23
2019,Wyoming,Mountain West,puntReturns,34
2019,UAB,Conference USA,possessionTime,26475
2019,Colorado State,Mountain West,tacklesForLoss,97
2019,Troy,Sun Belt,tacklesForLoss,88
2019,Virginia,ACC,interceptions,15
2019,Nevada,Mountain West,rushingAttempts,442
2019,San José State,Mountain West,rushingTDs,19
2019,Utah,Pac-12,passesIntercepted,14
2019,Colorado,Pac-12,rushingAttempts,436
2019,UCF,American Athletic,interceptionYards,239
2019,Arizona,Pac-12,kickReturnYards,716
2019,Middle Tennessee,Conference USA,thirdDowns,148
2019,Syracuse,ACC,thirdDowns,206
2019,Coastal Carolina,Sun Belt,passAttempts,334
2019,Iowa,Big Ten,passCompletions,243
2019,Tulsa,American Athletic,netPassingYards,3376
2019,Iowa State,Big 12,puntReturns,10
2019,Penn State,Big Ten,passAttempts,369
2019,Temple,American Athletic,kickReturnTDs,0
2019,Arkansas State,Sun Belt,interceptions,11
2019,Eastern Michigan,Mid-American,rushingAttempts,418
2019,Georgia State,Sun Belt,kickReturns,21
2019,Nebraska,Big Ten,sacks,35
2019,Oregon,Pac-12,puntReturnYards,258
2019,Nebraska,Big Ten,puntReturns,17
2019,TCU,Big 12,fumblesRecovered,4
2019,TCU,Big 12,kickReturnYards,535
2019,Central Michigan,Mid-American,kickReturnYards,693
2019,Virginia,ACC,puntReturnTDs,0
2019,Louisiana Tech,Conference USA,interceptionYards,237
2019,Virginia,ACC,tacklesForLoss,116
2019,Iowa,Big Ten,interceptionTDs,1
2019,Rutgers,Big Ten,thirdDownConversions,61
2019,Bowling Green,Mid-American,turnovers,21
2019,West Virginia,Big 12,passAttempts,454
2019,Georgia,SEC,thirdDownConversions,77
2019,Washington State,Pac-12,sacks,36
2019,Northwestern,Big Ten,possessionTime,21573
2019,Middle Tennessee,Conference USA,interceptionTDs,1
2019,UCLA,Pac-12,puntReturns,8
2019,Utah,Pac-12,rushingYards,2819
2019,Minnesota,Big Ten,penaltyYards,502
2019,Buffalo,Mid-American,turnovers,14
2019,Ball State,Mid-American,thirdDowns,173
2019,Oregon,Pac-12,puntReturns,18
2019,Tulane,American Athletic,passCompletions,197
2019,Central Michigan,Mid-American,puntReturnYards,198
2019,Oklahoma,Big 12,puntReturnYards,187
2019,Penn State,Big Ten,tacklesForLoss,119
2019,Kentucky,SEC,penaltyYards,661
2019,Texas Tech,Big 12,puntReturnYards,88
2019,Louisiana Tech,Conference USA,turnovers,19
2019,Marshall,Conference USA,interceptionTDs,1
2019,Oregon State,Pac-12,thirdDownConversions,69
2019,Georgia Southern,Sun Belt,thirdDowns,166
2019,South Alabama,Sun Belt,rushingYards,2058
2019,Kent State,Mid-American,games,13
2019,Washington,Pac-12,puntReturns,25
2019,Charlotte,Conference USA,thirdDownConversions,64
2019,Rice,Conference USA,thirdDowns,175
2019,South Alabama,Sun Belt,interceptions,11
2019,Charlotte,Conference USA,penaltyYards,594
2019,Wisconsin,Big Ten,fourthDownConversions,18
2019,Alabama,SEC,kickReturns,31
2019,North Carolina,ACC,kickReturnTDs,0
2019,Michigan State,Big Ten,interceptionYards,124
2019,Miami (OH),Mid-American,passingTDs,11
2019,Liberty,FBS Independents,penalties,88
2019,UTEP,Conference USA,passingTDs,9
2019,Central Michigan,Mid-American,puntReturns,24
2019,Maryland,Big Ten,penaltyYards,585
2019,Syracuse,ACC,tacklesForLoss,84
2019,Wyoming,Mountain West,netPassingYards,1770
2019,Illinois,Big Ten,passAttempts,364
2019,North Carolina,ACC,penaltyYards,701
2019,Bowling Green,Mid-American,thirdDownConversions,61
2019,Georgia,SEC,puntReturnYards,282
2019,Iowa,Big Ten,netPassingYards,2976
2019,Arizona State,Pac-12,passAttempts,383
2019,Ole Miss,SEC,fumblesLost,9
2019,Cincinnati,American Athletic,fourthDownConversions,11
2019,Army,FBS Independents,kickReturns,26
2019,Michigan State,Big Ten,thirdDowns,192
2019,Arizona State,Pac-12,thirdDownConversions,72
2019,Purdue,Big Ten,rushingYards,999
2019,Wake Forest,ACC,penalties,57
2019,Iowa,Big Ten,puntReturns,15
2019,Air Force,Mountain West,firstDowns,286
2019,Memphis,American Athletic,interceptions,11
2019,Toledo,Mid-American,rushingYards,2689
2019,Iowa State,Big 12,rushingTDs,22
2019,UCF,American Athletic,kickReturnYards,327
2019,Cincinnati,American Athletic,penaltyYards,977
2019,Iowa State,Big 12,games,13
2019,Oregon,Pac-12,rushingAttempts,510
2019,Indiana,Big Ten,rushingTDs,24
2019,Wyoming,Mountain West,puntReturnYards,366
2019,Navy,American Athletic,fourthDownConversions,26
2019,East Carolina,American Athletic,thirdDowns,178
2019,Virginia Tech,ACC,possessionTime,24034
2019,Florida,SEC,sacks,63
2019,Bowling Green,Mid-American,thirdDowns,184
2019,Texas,Big 12,thirdDowns,185
2019,Georgia Tech,ACC,fumblesLost,10
2019,Washington,Pac-12,thirdDowns,171
2019,Iowa State,Big 12,sacks,41
2019,Rutgers,Big Ten,puntReturns,13
2019,Tulsa,American Athletic,interceptions,9
2019,South Florida,American Athletic,kickReturns,33
2019,Buffalo,Mid-American,penaltyYards,580
2019,Texas Tech,Big 12,kickReturnYards,779
2019,Middle Tennessee,Conference USA,tacklesForLoss,101
2019,UTEP,Conference USA,interceptionTDs,0
2019,Kent State,Mid-American,rushingAttempts,550
2019,Oregon State,Pac-12,rushingYards,1881
2019,Virginia,ACC,kickReturns,42
2019,Florida International,Conference USA,tacklesForLoss,90
2019,Georgia Southern,Sun Belt,kickReturnTDs,1
2019,Notre Dame,FBS Independents,rushingTDs,20
2019,Texas,Big 12,totalYards,6056
2019,Miami,ACC,penaltyYards,782
2019,Akron,Mid-American,thirdDowns,161
2019,Akron,Mid-American,puntReturnTDs,0
2019,Rutgers,Big Ten,interceptions,15
2019,Air Force,Mountain West,puntReturns,5
2019,Oklahoma State,Big 12,games,13
2019,Pittsburgh,ACC,interceptionTDs,1
2019,Texas Tech,Big 12,totalYards,5691
2019,Eastern Michigan,Mid-American,fumblesLost,5
2019,Minnesota,Big Ten,interceptionTDs,3
2019,Marshall,Conference USA,interceptions,11
2019,San José State,Mountain West,kickReturnYards,492
2019,Iowa State,Big 12,kickReturns,26
2019,Colorado State,Mountain West,netPassingYards,3660
2019,Connecticut,American Athletic,puntReturnTDs,0
2019,Tulane,American Athletic,tacklesForLoss,95
2019,Michigan State,Big Ten,penalties,75
2019,Houston,American Athletic,rushingAttempts,466
2019,Louisiana Tech,Conference USA,fumblesRecovered,15
2019,LSU,SEC,sacks,41
2019,Clemson,ACC,kickReturnYards,504
2019,Washington State,Pac-12,turnovers,25
2019,Louisville,ACC,rushingTDs,23
2019,South Carolina,SEC,turnovers,14
2019,Arkansas,SEC,tacklesForLoss,76
2019,Kansas,Big 12,fumblesRecovered,4
2019,Ball State,Mid-American,netPassingYards,2923
2019,Nebraska,Big Ten,penalties,61
2019,Connecticut,American Athletic,interceptionYards,147
2019,San José State,Mountain West,rushingAttempts,308
2019,California,Pac-12,puntReturns,14
2019,Utah,Pac-12,firstDowns,300
2019,Arkansas,SEC,passCompletions,202
2019,Maryland,Big Ten,tacklesForLoss,108
2019,Colorado,Pac-12,passAttempts,411
2019,Old Dominion,Conference USA,fourthDownConversions,20
2019,Texas A&M,SEC,interceptionTDs,0
2019,Wisconsin,Big Ten,sacks,78
2019,Georgia Tech,ACC,passesIntercepted,7
2019,Georgia Southern,Sun Belt,fumblesLost,10
2019,Miami,ACC,rushingTDs,16
2019,Navy,American Athletic,puntReturnTDs,0
2019,Western Kentucky,Conference USA,passingTDs,20
2019,UMass,FBS Independents,penalties,82
2019,Troy,Sun Belt,interceptionYards,130
2019,Arkansas,SEC,rushingTDs,14
2019,Texas Tech,Big 12,fourthDowns,25
2019,Notre Dame,FBS Independents,interceptions,6
2019,San Diego State,Mountain West,thirdDownConversions,79
2019,Kansas,Big 12,games,12
2019,Nebraska,Big Ten,fumblesRecovered,13
2019,South Carolina,SEC,games,12
2019,North Carolina,ACC,passCompletions,265
2019,Bowling Green,Mid-American,passesIntercepted,7
2019,Pittsburgh,ACC,rushingTDs,11
2019,Kentucky,SEC,kickReturnTDs,0
2019,Iowa,Big Ten,totalYards,4765
2019,Air Force,Mountain West,games,13
2019,Northern Illinois,Mid-American,netPassingYards,2392
2019,TCU,Big 12,penalties,78
2019,NC State,ACC,rushingYards,1814
2019,Northwestern,Big Ten,tacklesForLoss,78
2019,Western Kentucky,Conference USA,thirdDowns,184
2019,Wake Forest,ACC,puntReturnYards,211
2019,Kent State,Mid-American,fumblesLost,10
2019,Utah State,Mountain West,games,13
2019,South Florida,American Athletic,passCompletions,177
2019,Connecticut,American Athletic,fumblesLost,7
2019,Army,FBS Independents,rushingAttempts,743
2019,Kansas State,Big 12,rushingYards,2314
2019,Charlotte,Conference USA,passCompletions,195
2019,USC,Pac-12,puntReturnTDs,0
2019,Virginia Tech,ACC,games,13
2019,Georgia State,Sun Belt,thirdDowns,195
2019,Michigan,Big Ten,totalYards,5220
2019,Toledo,Mid-American,passesIntercepted,7
2019,TCU,Big 12,passCompletions,211
2019,Oregon,Pac-12,interceptionYards,293
2019,Rice,Conference USA,puntReturnYards,138
2019,Virginia Tech,ACC,sacks,46
2019,Eastern Michigan,Mid-American,passCompletions,313
2019,Alabama,SEC,rushingYards,2191
2019,Temple,American Athletic,interceptionYards,110
2019,UNLV,Mountain West,fumblesLost,6
2019,Texas,Big 12,fourthDownConversions,7
2019,San Diego State,Mountain West,passingTDs,15
2019,UCF,American Athletic,fumblesLost,7
2019,Virginia,ACC,possessionTime,27768
2019,Stanford,Pac-12,turnovers,13
2019,UTEP,Conference USA,puntReturns,18
2019,San José State,Mountain West,interceptionTDs,0
2019,Utah,Pac-12,passCompletions,233
2019,Tulane,American Athletic,penaltyYards,883
2019,Iowa State,Big 12,turnovers,16
2019,Southern Mississippi,Conference USA,interceptionYards,159
2019,Nebraska,Big Ten,rushingTDs,27
2019,Duke,ACC,interceptions,14
2019,Boise State,Mountain West,interceptionTDs,1
2019,Ball State,Mid-American,penalties,71
2019,Connecticut,American Athletic,thirdDowns,165
2019,Iowa,Big Ten,rushingTDs,17
2019,West Virginia,Big 12,tacklesForLoss,102
2019,Middle Tennessee,Conference USA,passAttempts,365
2019,Coastal Carolina,Sun Belt,puntReturns,14
2019,Colorado,Pac-12,kickReturnTDs,0
2019,Oklahoma State,Big 12,fumblesLost,8
2019,Marshall,Conference USA,kickReturns,37
2019,Fresno State,Mountain West,fourthDownConversions,6
2019,Syracuse,ACC,interceptionTDs,1
2019,California,Pac-12,firstDowns,244
